Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Origine de l'alerte";"Moyens de première intervention";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Surface de feu à l'arrivée des secours > 0,1 ha";"Voie carrossable la plus proche";"Activité ou habitation la plus proche";"Type de peuplement";Connaissance;"Source de l'enquête";Nature;"Intervention de l'équipe RCCI";"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Hygrométrie (%)";"Vitesse moyenne du vent (Km/h)";"Direction du vent";"Température (°C)";"Précision de la donnée";"Présence d'un contour valide"
2018;1754;33;33498;Salles;"2018-08-07 07:10:00";Indéterminé;;50000;50000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1756;33;33272;Marsas;"2018-08-06 16:47:00";Indéterminé;;10000;10000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1757;33;33226;Langoiran;"2018-08-06 15:19:00";Indéterminé;;5000;5000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1759;33;33026;Balizac;"2018-08-06 13:06:00";Indéterminé;;1000;1000;;0;;;0;;;0;;;;;;;;Accidentelle;Non;Non;;;;;;;;;Non
2018;1760;33;33544;"Verdon-sur-Mer (Le)";"2018-08-06 00:28:00";Indéterminé;;1500;1500;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1761;33;33190;Goualade;"2018-08-06 00:28:00";Indéterminé;;3000;3000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1769;33;33199;Gujan-Mestras;"2018-04-28 08:28:00";Indéterminé;;400;400;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1770;33;33199;Gujan-Mestras;"2018-04-27 21:24:00";Indéterminé;;50;50;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1771;33;33199;Gujan-Mestras;"2018-04-27 21:03:00";Indéterminé;;100;100;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1772;33;33199;Gujan-Mestras;"2018-04-27 19:09:00";Indéterminé;;400;400;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1773;33;33527;"Teich (Le)";"2018-04-27 18:43:00";Indéterminé;;400;400;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1777;33;33494;Salaunes;"2018-04-22 06:26:00";Indéterminé;;200;200;;0;;;0;;;0;;;;;;;;Accidentelle;Non;Non;;;;;;;;;Non
2018;1780;33;33498;Salles;"2018-04-21 10:45:00";Indéterminé;;25000;25000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1785;33;33197;Guillos;"2018-04-19 14:08:00";Indéterminé;;60000;60000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1786;33;33235;Lavazan;"2018-04-19 13:31:00";Indéterminé;;6000;6000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1787;33;33146;Cussac-Fort-Médoc;"2018-04-18 15:37:00";Indéterminé;;143100;143100;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1793;33;33555;Marcheprime;"2018-03-21 16:24:00";Indéterminé;;20000;20000;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;1795;33;33307;Noaillan;"2018-03-11 17:44:00";Indéterminé;;1200;1200;;0;;;0;;;0;;;;;;;;Malveillance;Non;Non;;;;;;;;;Non
2018;1796;33;33472;Saint-Sauveur-de-Puynormand;"2018-03-11 17:23:00";Indéterminé;;3000;3000;;0;;;0;;;0;;;;;;;;"Involontaire (travaux)";Non;Non;;;;;;;;;Non
2018;1797;33;33457;Saint-Pardon-de-Conques;"2018-03-11 14:09:00";Indéterminé;;400;400;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1798;33;33333;"Porge (Le)";"2018-03-11 11:44:00";Indéterminé;;200;200;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1800;33;33011;Arès;"2018-03-08 16:51:00";Indéterminé;;1000;1000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1803;33;33284;Mios;"2018-02-26 18:14:00";Indéterminé;;2000;2000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1824;47;47278;Saint-Sernin;"2018-08-04 13:23:00";Indéterminé;;50;50;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1828;47;47215;Pujols;"2018-08-03 12:15:00";Indéterminé;;5000;5000;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;1829;47;47221;Réaup-Lisse;"2018-08-02 18:51:00";Indéterminé;;600;200;;0;;;0;;;400;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1834;47;47029;Blanquefort-sur-Briolance;"2018-07-31 08:24:00";Indéterminé;;15000;15000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1841;47;47238;Sainte-Colombe-en-Bruilhois;"2018-07-24 21:59:00";Indéterminé;;45;45;;0;;;0;;;0;;;;;;;;"Involontaire (travaux)";Non;Non;;;;;;;;;Non
2018;1844;47;47106;Fumel;"2018-07-19 16:55:00";Indéterminé;;30;30;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1845;47;47323;Villeneuve-sur-Lot;"2018-07-17 15:41:00";Indéterminé;;20;20;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1861;47;47323;Villeneuve-sur-Lot;"2018-10-11 23:56:00";Indéterminé;;30;30;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1863;47;47206;Pinel-Hauterive;"2018-10-06 18:22:00";Indéterminé;;400;400;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;1865;47;47320;Villefranche-du-Queyran;"2018-10-05 17:58:00";Indéterminé;;1500;1500;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;1870;47;47217;Puymirol;"2018-10-04 19:47:00";Indéterminé;;3000;3000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1877;47;47315;Trentels;"2018-10-04 13:34:00";Indéterminé;;100;100;;0;;;0;;;0;;;;;;;;Accidentelle;Non;Non;;;;;;;;;Non
2018;1893;47;47025;Beauville;"2018-09-27 18:30:00";Indéterminé;;500;500;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1909;47;47207;Pompiey;"2018-09-20 16:44:00";Indéterminé;;10000;10000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1910;47;47021;Barbaste;"2018-09-20 16:19:00";Indéterminé;;5000;5000;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;1916;47;47065;Clairac;"2018-09-18 04:20:00";Indéterminé;;100;100;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1917;47;47091;Estillac;"2018-09-17 16:34:00";Indéterminé;;100;100;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1925;47;47048;Cancon;"2018-09-12 16:29:00";Indéterminé;;400;400;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1931;47;47082;Dondas;"2018-09-05 19:18:00";Indéterminé;;5000;5000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1932;47;47215;Pujols;"2018-09-05 19:04:00";Indéterminé;;10000;10000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1942;47;47007;Allons;"2018-08-30 14:26:00";Indéterminé;;10000;10000;;0;;;0;;;0;;;;;;;;Naturelle;Non;Non;;;;;;;;;Non
2018;1947;47;47283;Saint-Vite;"2018-08-27 16:05:00";Indéterminé;;40;40;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1951;47;47292;Sauveterre-la-Lémance;"2018-08-23 11:59:00";Indéterminé;;5000;5000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1967;47;47221;Réaup-Lisse;"2018-06-27 08:44:00";Indéterminé;;600;600;;0;;;0;;;0;;;;;;;;Malveillance;Non;Non;;;;;;;;;Non
2018;1968;47;47221;Réaup-Lisse;"2018-06-27 04:53:00";Indéterminé;;20000;20000;;0;;;0;;;0;;;;;;;;Malveillance;Non;Non;;;;;;;;;Non
2018;1971;47;47001;Agen;"2018-06-25 23:06:00";Indéterminé;;20;20;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1983;47;47284;Salles;"2018-05-11 17:10:00";Indéterminé;;15;15;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1984;47;47256;Saint-Martin-de-Villeréal;"2018-05-11 16:01:00";Indéterminé;;20000;20000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1986;47;47252;Sainte-Livrade-sur-Lot;"2018-05-07 19:14:00";Indéterminé;;10;10;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;1988;47;47283;Saint-Vite;"2018-04-24 20:07:00";Indéterminé;;10;10;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1989;47;47310;Tonneins;"2018-04-24 15:48:00";Indéterminé;;20;20;;0;;;0;;;0;;;;;;;;"Involontaire (travaux)";Non;Non;;;;;;;;;Non
2018;1990;47;47201;"Passage (Le)";"2018-04-20 15:36:00";Indéterminé;;200;200;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;1992;47;47284;Salles;"2018-04-17 18:22:00";Indéterminé;;5000;5000;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;1993;47;47001;Agen;"2018-04-16 00:37:00";Indéterminé;;15;15;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1995;47;47027;Bias;"2018-04-13 15:29:00";Indéterminé;;10;10;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1996;47;47324;Villeréal;"2018-04-07 20:09:00";Indéterminé;;10;10;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;1998;47;47215;Pujols;"2018-03-22 14:13:00";Indéterminé;;80000;80000;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;2000;47;47099;Fongrave;"2018-02-26 15:04:00";Indéterminé;;10;10;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;2004;72;72306;Saint-Ouen-en-Belin;"2018-04-26 20:21:00";Indéterminé;;5000;5000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2005;72;72346;"Suze-sur-Sarthe (La)";"2018-04-29 07:34:00";Indéterminé;;10000;10000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2006;72;72260;Ruaudin;"2018-05-07 13:35:00";Indéterminé;;1000;1000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2007;72;72329;Savigné-l'Évêque;"2018-05-09 09:02:00";Indéterminé;;150;150;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2008;72;72260;Ruaudin;"2018-05-09 15:44:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2009;72;72008;Arnage;"2018-05-20 12:38:00";Indéterminé;;150;150;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2010;72;72051;Cérans-Foulletourte;"2018-05-21 16:57:00";Indéterminé;;4000;4000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2011;72;72181;"Mans (Le)";"2018-05-22 22:09:00";Indéterminé;;5;5;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2012;72;72003;Allonnes;"2018-06-22 18:29:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2013;72;72293;Saint-Jean-du-Bois;"2018-06-24 18:24:00";Indéterminé;;400;400;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2014;72;72051;Cérans-Foulletourte;"2018-06-28 14:55:00";Indéterminé;;60000;60000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2015;72;72181;"Mans (Le)";"2018-06-30 02:42:00";Indéterminé;;1500;1500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2016;72;72181;"Mans (Le)";"2018-07-01 15:34:00";Indéterminé;;2000;2000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2017;72;72058;Changé;"2018-07-09 14:55:00";Indéterminé;;200;200;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2018;72;72047;Brette-les-Pins;"2018-07-09 18:03:00";Indéterminé;;200;200;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2019;72;72231;Parigné-l'Évêque;"2018-07-09 21:24:00";Indéterminé;;25;25;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2020;72;72047;Brette-les-Pins;"2018-07-11 17:08:00";Indéterminé;;500;500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2021;72;72357;Thorée-les-Pins;"2018-07-13 08:28:00";Indéterminé;;2500;2500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2022;72;72357;Thorée-les-Pins;"2018-07-13 15:44:00";Indéterminé;;3000;3000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2023;72;72357;Thorée-les-Pins;"2018-07-14 00:26:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2024;72;72053;Challes;"2018-07-15 20:58:00";Indéterminé;;10000;10000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2025;72;72053;Challes;"2018-07-16 08:41:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2026;72;72053;Challes;"2018-07-17 15:05:00";Indéterminé;;30000;30000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2027;72;72382;Volnay;"2018-07-17 15:28:00";Indéterminé;;7000;7000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2028;72;72181;"Mans (Le)";"2018-07-17 15:47:00";Indéterminé;;100;100;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2029;72;72047;Brette-les-Pins;"2018-07-19 12:44:00";Indéterminé;;1000;1000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2030;72;72260;Ruaudin;"2018-07-19 12:49:00";Indéterminé;;100;100;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2031;72;72047;Brette-les-Pins;"2018-07-19 13:09:00";Indéterminé;;10;10;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2032;72;72260;Ruaudin;"2018-07-23 16:18:00";Indéterminé;;500;500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2033;72;72260;Ruaudin;"2018-07-23 21:33:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2034;72;72298;Saint-Mars-de-Locquenay;"2018-07-24 19:54:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2035;72;72047;Brette-les-Pins;"2018-07-25 06:30:00";Indéterminé;;30000;30000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2036;72;72231;Parigné-l'Évêque;"2018-07-25 07:31:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2037;72;72100;Courcelles-la-Forêt;"2018-07-27 15:49:00";Indéterminé;;10000;10000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2038;72;72058;Changé;"2018-07-28 07:17:00";Indéterminé;;500;500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2039;72;72058;Changé;"2018-07-28 14:20:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2040;72;72231;Parigné-l'Évêque;"2018-08-01 09:40:00";Indéterminé;;2000;2000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2041;72;72260;Ruaudin;"2018-08-02 13:59:00";Indéterminé;;300;300;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2042;72;72260;Ruaudin;"2018-08-02 14:49:00";Indéterminé;;150;150;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2043;72;72293;Saint-Jean-du-Bois;"2018-08-03 06:13:00";Indéterminé;;6000;6000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2044;72;72054;Champagné;"2018-08-03 16:13:00";Indéterminé;;3000;3000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2045;72;72213;Mulsanne;"2018-08-03 18:42:00";Indéterminé;;100;100;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2046;72;72346;"Suze-sur-Sarthe (La)";"2018-08-03 21:54:00";Indéterminé;;1000;1000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2047;72;72213;Mulsanne;"2018-08-03 22:17:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2048;72;72213;Mulsanne;"2018-08-04 00:57:00";Indéterminé;;100;100;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2049;72;72213;Mulsanne;"2018-08-04 03:35:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2050;72;72181;"Mans (Le)";"2018-08-04 03:40:00";Indéterminé;;1500;1500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2051;72;72213;Mulsanne;"2018-08-04 07:35:00";Indéterminé;;5;5;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2052;72;72213;Mulsanne;"2018-08-04 10:18:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2053;72;72223;Noyen-sur-Sarthe;"2018-08-04 12:21:00";Indéterminé;;500;500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2054;72;72213;Mulsanne;"2018-08-04 17:14:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2055;72;72047;Brette-les-Pins;"2018-08-05 21:40:00";Indéterminé;;500;500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2056;72;72051;Cérans-Foulletourte;"2018-08-06 00:26:00";Indéterminé;;5000;5000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2057;72;72051;Cérans-Foulletourte;"2018-08-06 10:53:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2058;72;72293;Saint-Jean-du-Bois;"2018-08-06 12:07:00";Indéterminé;;1;1;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2059;72;72223;Noyen-sur-Sarthe;"2018-08-06 14:16:00";Indéterminé;;100;100;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2060;72;72181;"Mans (Le)";"2018-08-06 14:46:00";Indéterminé;;10;10;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2061;72;72051;Cérans-Foulletourte;"2018-08-07 16:01:00";Indéterminé;;500;500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2062;72;72047;Brette-les-Pins;"2018-08-07 18:12:00";Indéterminé;;15;15;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2063;72;72217;Neuville-sur-Sarthe;"2018-08-07 19:44:00";Indéterminé;;100;100;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2064;72;72231;Parigné-l'Évêque;"2018-08-08 20:28:00";Indéterminé;;50;50;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2065;72;72181;"Mans (Le)";"2018-08-15 20:17:00";Indéterminé;;200;200;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2066;72;72181;"Mans (Le)";"2018-08-17 16:18:00";Indéterminé;;150;150;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2067;72;72231;Parigné-l'Évêque;"2018-08-18 15:44:00";Indéterminé;;1000;1000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2068;72;72264;Sablé-sur-Sarthe;"2018-08-19 10:05:00";Indéterminé;;10;10;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2069;72;72047;Brette-les-Pins;"2018-08-22 12:49:00";Indéterminé;;200;200;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2070;72;72223;Noyen-sur-Sarthe;"2018-09-02 14:20:00";Indéterminé;;1500;1500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2071;72;72346;"Suze-sur-Sarthe (La)";"2018-09-02 14:38:00";Indéterminé;;1500;1500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2072;72;72232;Notre-Dame-du-Pé;"2018-09-03 10:54:00";Indéterminé;;50;50;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2073;72;72346;"Suze-sur-Sarthe (La)";"2018-09-06 10:55:00";Indéterminé;;10;10;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2074;72;72187;Marigné-Laillé;"2018-09-07 20:27:00";Indéterminé;;4;4;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2075;72;72046;"Breil-sur-Mérize (Le)";"2018-09-10 03:02:00";Indéterminé;;5000;5000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2076;72;72058;Changé;"2018-09-17 15:09:00";Indéterminé;;2000;2000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2077;72;72047;Brette-les-Pins;"2018-09-29 11:47:00";Indéterminé;;300;300;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2078;72;72054;Champagné;"2018-10-05 16:02:00";Indéterminé;;500;500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2079;72;72154;"Flèche (La)";"2018-10-16 13:38:00";Indéterminé;;200;200;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2080;72;72334;Sillé-le-Guillaume;"2018-10-26 10:53:00";Indéterminé;;20;20;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;2081;72;72363;"Tuffé Val de la Chéronne";"2018-10-29 18:09:00";Indéterminé;;100;100;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;3124;24;24155;Douville;"2018-10-02 10:50:00";Indéterminé;;200;200;;0;;;0;;;0;;;;;;;;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;3128;24;24443;Saint-Léon-sur-Vézère;"2018-04-07 17:09:00";Indéterminé;;4000;4000;;0;;;0;;;0;;;;;;;;"Involontaire (travaux)";Non;Non;;;;;;;;;Non
2018;3135;24;24075;Campagnac-lès-Quercy;"2018-06-27 10:19:00";Indéterminé;;300;300;;0;;;0;;;0;;;;;;;;"Involontaire (travaux)";Non;Non;;;;;;;;;Non
2018;3145;24;24273;Molières;"2018-10-14 09:28:00";Indéterminé;;400;400;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3148;24;24372;Saint-Astier;"2018-10-06 16:37:00";Indéterminé;;4000;4000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3150;24;24386;Saint-Cernin-de-l'Herm;"2018-10-06 16:14:00";Indéterminé;;600;600;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3154;24;24564;Vanxains;"2018-10-05 18:21:00";Indéterminé;;400;400;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3156;24;24294;Montpon-Ménestérol;"2018-10-05 15:18:00";Indéterminé;;2500;2500;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3163;24;24252;Marcillac-Saint-Quentin;"2018-10-03 12:47:00";Indéterminé;;5000;5000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3168;24;24550;Thenon;"2018-09-30 19:05:00";Indéterminé;;100;100;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3171;24;24354;"Roche-Chalais (La)";"2018-09-29 13:18:00";Indéterminé;;240000;240000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3173;24;24354;"Roche-Chalais (La)";"2018-09-27 17:28:00";Indéterminé;;20000;20000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3176;24;24278;Monmadalès;"2018-09-19 17:28:00";Indéterminé;;500;500;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3178;24;24118;Chenaud;"2018-09-16 15:15:00";Indéterminé;;5000;5000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
2018;3192;24;24390;Saint-Crépin-d'Auberoche;"2018-08-07 16:32:00";Indéterminé;;15000;15000;;0;;;0;;;0;;;;;;;;;Non;Non;;;;;;;;;Non
