Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Origine de l'alerte";"Moyens de première intervention";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Surface de feu à l'arrivée des secours > 0,1 ha";"Voie carrossable la plus proche";"Activité ou habitation la plus proche";"Type de peuplement";Connaissance;"Source de l'enquête";Nature;"Intervention de l'équipe RCCI";"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Hygrométrie (%)";"Vitesse moyenne du vent (Km/h)";"Direction du vent";"Température (°C)";"Précision de la donnée";"Présence d'un contour valide"
2018;5;46;46284;Saint-Michel-Loubéjou;"2018-02-27 14:16:00";Indéterminé;;20000;0;;20000;;;20000;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;8;12;12076;Conques-en-Rouergue;"2018-02-27 14:07:00";Indéterminé;;120000;0;;120000;;;120000;0;0;0;Estimées;;;;;;Coordinateur;Malveillance;Non;Non;;;;;;;;;Non
2018;13;46;46164;Lavercantière;"2018-04-02 21:51:00";Indéterminé;;2000;2000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;16;43;43136;Monistrol-d'Allier;"2018-04-07 15:41:00";Indéterminé;;47440;44110;;3330;;;0;3330;0;3330;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;17;46;46148;Lalbenque;"2018-04-07 09:50:00";Indéterminé;;100;0;;100;;;100;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;18;46;46005;Anglars-Juillac;"2018-04-06 14:34:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;19;46;46170;Leyme;"2018-04-07 12:44:00";Indéterminé;;20000;0;;20000;;;20000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;21;17;17038;Bedenac;"2018-04-17 13:45:00";Indéterminé;;35000;35000;;0;;;0;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;22;17;17110;Clérac;"2018-04-17 14:23:00";Indéterminé;;2000;2000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;23;81;81292;Tanus;"2018-04-18 18:45:00";Indéterminé;;400;0;;400;;;400;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;26;43;43082;Cronce;"2018-04-21 12:44:00";Indéterminé;;76568;76568;;0;;;0;0;0;0;Mesurées;;;;;;Coordinateur;Accidentelle;Non;Non;;;;;;;;;Non
2018;28;12;12100;Firmi;"2018-04-06 12:33:00";Indéterminé;;20000;0;;20000;;;20000;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;30;12;12071;Compolibat;"2018-04-07 12:55:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;Coordinateur;Accidentelle;Non;Non;;;;;;;;;Non
2018;37;46;46020;Beauregard;"2018-04-13 18:00:00";Indéterminé;;1500;0;;1500;;;1500;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;38;46;46042;Cahors;"2018-04-16 16:13:00";Indéterminé;;100;0;;100;;;100;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;39;46;46170;Leyme;"2018-04-17 05:08:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;40;46;46030;Bio;"2018-04-17 16:22:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;41;46;46011;Autoire;"2018-04-18 14:53:00";Indéterminé;;2000;0;;2000;;;2000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;42;46;46121;Ginouillac;"2018-04-18 16:38:00";Indéterminé;;1500;0;;1500;;;1500;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;43;46;46042;Cahors;"2018-04-19 15:50:00";Indéterminé;;4000;0;;4000;;;4000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;44;46;46063;Castelnau-Montratier;"2018-04-20 11:28:00";Indéterminé;;500;0;;500;;;500;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;45;46;46201;Montcuq-en-Quercy-Blanc;"2018-04-20 11:31:00";Indéterminé;;15000;0;;15000;;;15000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;46;46;46063;Castelnau-Montratier;"2018-04-21 14:46:00";Indéterminé;;10000;0;;10000;;;10000;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;47;17;17198;Juicq;"2018-04-24 16:43:00";Indéterminé;;3300;3300;;0;;;0;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;48;46;46303;Sénaillac-Lauzès;"2018-04-26 14:16:00";Indéterminé;;600;0;;600;;;600;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;51;46;46251;Saint-Céré;"2018-04-28 13:58:00";Indéterminé;;150;0;;150;;;150;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (travaux)";Non;Non;;;;;;;;;Non
2018;52;46;46019;Beaumat;"2018-04-28 16:25:00";Indéterminé;;20000;0;;20000;;;20000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;53;49;49101;Clefs;"2018-05-05 08:00:00";Indéterminé;;80000;60000;;20000;;;20000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;54;49;49209;Montigné-lès-Rairies;"2018-05-06 08:00:00";Indéterminé;;30000;30000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;55;17;17378;Saint-Palais-de-Négrignac;"2018-05-18 22:21:00";Indéterminé;;9500;9500;;0;;;0;0;0;0;Mesurées;;;;;;Coordinateur;Malveillance;Non;Non;;;;;;;;;Non
2018;56;46;46113;Frayssinet;"2018-06-13 14:31:00";Indéterminé;;150;0;;150;;;150;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;58;46;46113;Frayssinet;"2018-06-24 16:10:00";Indéterminé;;10000;0;;10000;;;10000;0;0;0;Estimées;;;;;;Coordinateur;Accidentelle;Non;Non;;;;;;;;;Non
2018;61;43;43192;Saint-Haon;"2018-06-27 21:33:00";Indéterminé;;3387;3387;;0;;;0;0;0;0;Mesurées;;;;;;Coordinateur;Accidentelle;Non;Non;;;;;;;;;Non
2018;62;46;46240;Rocamadour;"2018-06-27 16:26:00";Indéterminé;;10000;0;;10000;;;10000;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;63;46;46128;Gramat;"2018-06-27 19:26:00";Indéterminé;;100;0;;100;;;100;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;66;46;46086;Cuzance;"2018-06-28 17:59:00";Indéterminé;;150;0;;150;;;150;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;75;46;46316;Thédirac;"2018-06-30 13:15:00";Indéterminé;;30000;0;;30000;;;30000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;76;46;46118;Gignac;"2018-06-30 13:40:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;77;46;46244;Sabadel-Latronquière;"2018-06-30 13:43:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;78;17;17225;"Mathes (Les)";"2018-06-21 16:20:00";Indéterminé;;300;300;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;79;17;17225;"Mathes (Les)";"2018-06-27 16:38:00";Indéterminé;;5000;5000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;80;46;46201;Montcuq-en-Quercy-Blanc;"2018-07-04 18:10:00";Indéterminé;;15000;0;;15000;;;15000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;114;46;46042;Cahors;"2018-07-08 12:51:00";Indéterminé;;150;0;;150;;;150;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;115;46;46284;Saint-Michel-Loubéjou;"2018-07-09 16:36:00";Indéterminé;;500;0;;500;;;500;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;116;46;46128;Gramat;"2018-07-11 13:27:00";Indéterminé;;1000;0;;1000;;;1000;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;117;46;46327;Valroufié;"2018-07-11 16:41:00";Indéterminé;;1500;1500;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;119;46;46148;Lalbenque;"2018-07-12 22:35:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;120;46;46064;Catus;"2018-07-13 17:39:00";Indéterminé;;2000;0;;2000;;;2000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;121;46;46047;Calès;"2018-07-22 18:12:00";Indéterminé;;30000;0;;30000;;;30000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;135;46;46113;Frayssinet;"2018-07-26 11:37:00";Indéterminé;;3000;0;;3000;;;3000;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;139;46;46080;Crayssac;"2018-07-26 17:37:00";Indéterminé;;6000;0;;6000;;;6000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;140;46;46067;Cazillac;"2018-07-26 19:24:00";Indéterminé;;900;0;;900;;;900;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;141;46;46142;Lacapelle-Cabanac;"2018-07-27 00:51:00";Indéterminé;;100;0;;100;;;100;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;142;36;36189;Saint-Denis-de-Jouhet;"2018-04-03 12:20:00";Indéterminé;;600;0;;600;;;600;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;143;36;36150;Parnac;"2018-04-19 08:10:00";Indéterminé;;30;0;;30;;;30;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;144;36;36178;Saint-Aigny;"2018-07-18 16:18:00";Indéterminé;;3000;0;;3000;;;3000;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;160;46;46113;Frayssinet;"2018-07-27 15:13:00";Indéterminé;;30000;30000;;0;;;0;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;162;46;46296;Saint-Vincent-Rive-d'Olt;"2018-07-30 18:56:00";Indéterminé;;11231;11231;;0;;;0;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;165;17;17055;Boscamnant;"2018-07-31 08:21:00";Indéterminé;;500;500;;0;;;0;0;0;0;Mesurées;;;;;;Coordinateur;Accidentelle;Non;Non;;;;;;;;;Non
2018;178;81;81062;Fontrieu;"2018-08-05 13:52:00";Indéterminé;;300;0;;300;;;300;0;0;0;Estimées;;;;;;Coordinateur;Accidentelle;Non;Non;;;;;;;;;Non
2018;180;46;46042;Cahors;"2018-08-03 15:40:00";Indéterminé;;10000;0;;10000;;;10000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;185;46;46148;Lalbenque;"2018-08-05 17:39:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;186;46;46042;Cahors;"2018-08-05 18:35:00";Indéterminé;;10000;0;;10000;;;10000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;188;81;81182;Montredon-Labessonnié;"2018-08-06 14:16:00";Indéterminé;;200;200;;0;;;0;0;0;0;Mesurées;;;;;;Coordinateur;"Involontaire (travaux)";Non;Non;;;;;;;;;Non
2018;192;46;46176;Livernon;"2018-08-06 12:45:00";Indéterminé;;70000;0;;70000;;;70000;0;0;0;Estimées;;;;;;Coordinateur;Accidentelle;Non;Non;;;;;;;;;Non
2018;193;46;46259;Saint-Clair;"2018-08-06 12:58:00";Indéterminé;;20000;0;;20000;;;20000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;213;61;61172;Fontenai-les-Louvets;"2018-07-12 11:08:00";Indéterminé;;20;20;;0;;;0;0;0;0;Mesurées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;235;81;81220;Rabastens;"2018-08-12 20:55:00";Indéterminé;;40030;0;;30;;;30;0;40000;40000;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;239;46;46080;Crayssac;"2018-08-10 17:15:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;240;46;46007;Arcambal;"2018-08-12 17:10:00";Indéterminé;;10000;0;;10000;;;10000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;241;46;46064;Catus;"2018-08-12 21:58:00";Indéterminé;;20000;20000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;242;36;36207;Saint-Plantaire;"2018-08-11 17:52:00";Indéterminé;;1000;1000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;267;46;46080;Crayssac;"2018-08-18 15:26:00";Indéterminé;;300;0;;300;;;300;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;268;46;46153;Lanzac;"2018-08-19 14:48:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;269;46;46220;Pinsac;"2018-08-19 16:16:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;270;46;46220;Pinsac;"2018-08-19 16:19:00";Indéterminé;;15000;0;;15000;;;15000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;271;46;46154;Laramière;"2018-08-19 17:46:00";Indéterminé;;600;0;;600;;;600;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;283;46;46176;Livernon;"2018-08-20 16:52:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;284;76;76259;Fécamp;"2018-05-19 18:38:00";Indéterminé;;20000;20000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;285;73;73225;Saint-Baldoph;"2018-08-20 14:45:00";Indéterminé;;500;0;;500;;;500;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;287;46;46245;Sabadel-Lauzès;"2018-08-21 17:31:00";Indéterminé;;300;0;;300;;;300;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;292;58;58187;Myennes;"2018-08-21 14:11:00";Indéterminé;;100;0;;100;;;100;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;299;35;35219;Pipriac;"2018-06-26 17:01:00";Indéterminé;;56000;0;;6000;;;6000;0;50000;50000;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;312;58;58149;Luzy;"2018-08-20 17:23:00";Indéterminé;;140000;0;;140000;;;30000;110000;0;110000;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;314;46;46193;Miers;"2018-08-22 18:42:00";Indéterminé;;50000;0;;50000;;;50000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;315;46;46174;Linac;"2018-08-22 18:48:00";Indéterminé;;3000;0;;3000;;;3000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;337;50;50412;Portbail;"2018-05-19 14:01:00";Indéterminé;;2000;0;;2000;;;2000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;341;50;50267;Lessay;"2018-06-21 15:28:00";Indéterminé;;800;0;;800;;;800;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;378;63;63123;Cournols;"2018-08-05 04:07:00";Indéterminé;;2450;2450;;0;;;0;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;379;63;63100;Châteauneuf-les-Bains;"2018-08-07 19:27:00";Indéterminé;;30722;722;;0;;;0;0;30000;30000;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;380;63;63275;Perrier;"2018-08-12 17:05:00";Indéterminé;;167;0;;167;;;167;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;381;63;63070;Ceyrat;"2018-08-22 17:09:00";Indéterminé;;201;0;;201;;;201;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;397;50;50516;Saint-Martin-des-Champs;"2018-08-05 15:54:00";Indéterminé;;500;0;;500;;;500;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;429;46;46205;Montgesty;"2018-08-26 19:04:00";Indéterminé;;7000;0;;7000;;;7000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;430;46;46311;Sousceyrac-en-Quercy;"2018-08-28 12:50:00";Indéterminé;;100;0;;100;;;100;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;431;46;46042;Cahors;"2018-08-28 13:47:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;432;46;46045;Cajarc;"2018-09-01 15:28:00";Indéterminé;;1850000;0;;1850000;;;1850000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;433;46;46334;"Vigan (Le)";"2018-09-02 17:09:00";Indéterminé;;400;0;;400;;;400;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;434;46;46183;Marcilhac-sur-Célé;"2018-08-27 16:25:00";Indéterminé;;241900;0;;241900;;;241900;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;436;81;81005;Albine;"2018-09-04 18:20:00";Indéterminé;;100;100;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;437;46;46263;Saint-Daunès;"2018-09-05 05:35:00";Indéterminé;;2000;0;;2000;;;2000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;439;21;21548;Saint-Germain-de-Modéon;"2018-07-30 17:04:00";Indéterminé;;17000;2000;;15000;;;0;15000;0;15000;Mesurées;;;;;;Coordinateur;Naturelle;Non;Non;;;;;;;;;Non
2018;441;21;21445;"Motte-Ternant (La)";"2018-08-11 18:20:00";Indéterminé;;15000;15000;;0;;;0;0;0;0;Mesurées;;;;;;Coordinateur;Naturelle;Non;Non;;;;;;;;;Non
2018;443;46;46277;Saint-Martin-le-Redon;"2018-09-05 16:17:00";Indéterminé;;4000;0;;4000;;;4000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;477;71;71294;Mercurey;"2018-08-07 19:30:00";Indéterminé;;700;700;;0;;;0;0;0;0;Estimées;;;;;;Coordinateur;Malveillance;Non;Non;;;;;;;;;Non
2018;478;71;71294;Mercurey;"2018-08-06 11:30:00";Indéterminé;;4200;4200;;0;;;0;0;0;0;Estimées;;;;;;"Administrateur IGN";Malveillance;Non;Non;;;;;;;;;Non
2018;479;46;46173;Limogne-en-Quercy;"2018-09-11 14:27:00";Indéterminé;;8000;0;;8000;;;8000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;480;46;46176;Livernon;"2018-09-11 14:52:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;481;46;46131;Grèzes;"2018-09-11 16:52:00";Indéterminé;;6000;0;;6000;;;6000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;487;46;46279;Saint-Maurice-en-Quercy;"2018-09-12 13:59:00";Indéterminé;;1000;0;;1000;;;1000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;509;46;46065;Cavagnac;"2018-09-17 15:04:00";Indéterminé;;150;0;;150;;;150;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;510;17;17385;Saint-Pierre-d'Oléron;"2018-06-28 11:59:00";Indéterminé;;300;300;;0;;;0;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (particulier)";Non;Non;;;;;;;;;Non
2018;511;17;17052;Boisredon;"2018-08-03 16:34:00";Indéterminé;;600;600;;0;;;0;0;0;0;Estimées;;;;;;Coordinateur;"Involontaire (travaux)";Non;Non;;;;;;;;;Non
2018;512;17;17129;Courpignac;"2018-08-15 18:26:00";Indéterminé;;400;400;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;513;17;17470;Villars-les-Bois;"2018-08-20 20:37:00";Indéterminé;;400;400;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;514;17;17199;Jussas;"2018-08-23 13:40:00";Indéterminé;;2800;2800;;0;;;0;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;515;17;17260;Neuvicq;"2018-08-31 15:45:00";Indéterminé;;3000;3000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;516;17;17225;"Mathes (Les)";"2018-09-02 21:04:00";Indéterminé;;1000;1000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;517;17;17225;"Mathes (Les)";"2018-09-03 20:32:00";Indéterminé;;500;500;;0;;;0;0;0;0;Estimées;;;;;;Coordinateur;Malveillance;Non;Non;;;;;;;;;Non
2018;518;17;17110;Clérac;"2018-09-04 13:23:00";Indéterminé;;46000;46000;;0;;;0;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;537;46;46089;Duravel;"2018-09-19 19:28:00";Indéterminé;;10000;0;;10000;;;10000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;547;46;46305;Sérignac;"2018-09-21 13:48:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;548;46;46042;Cahors;"2018-09-21 17:30:00";Indéterminé;;500;0;;500;;;500;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;549;46;46222;Pomarède;"2018-09-21 17:43:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;550;46;46109;Fontanes;"2018-09-22 16:08:00";Indéterminé;;10000;0;;10000;;;10000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;551;46;46305;Sérignac;"2018-09-23 13:27:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;552;46;46148;Lalbenque;"2018-09-23 15:47:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;573;73;73240;Sainte-Hélène-du-Lac;"2018-09-13 14:00:00";Indéterminé;;10000;10000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;576;17;17033;"Barde (La)";"2018-09-21 07:59:00";Indéterminé;;7600;7600;;0;;;0;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;580;81;81278;Sauveterre;"2018-09-28 06:32:00";Indéterminé;;30000;30000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;582;81;81253;Saint-Grégoire;"2018-09-28 14:45:00";Indéterminé;;5000;5000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;604;81;81115;Labastide-Rouairoux;"2018-10-01 13:28:00";Indéterminé;;30000;30000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;605;81;81307;Valdurenque;"2018-10-02 15:47:00";Indéterminé;;400000;400000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;606;81;81115;Labastide-Rouairoux;"2018-10-03 06:49:00";Indéterminé;;70000;0;;70000;;;70000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;619;81;81238;Saint-Amans-Soult;"2018-10-04 21:04:00";Indéterminé;;400;400;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;620;23;23219;Saint-Maurice-la-Souterraine;"2018-09-26 16:32:00";Indéterminé;;15000;0;;15000;;;15000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;632;81;81023;Barre;"2018-10-04 14:28:00";Indéterminé;;100000;100000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;645;81;81204;Payrin-Augmontel;"2018-10-05 14:43:00";Indéterminé;;30;30;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;653;17;17380;Saint-Palais-sur-Mer;"2018-09-26 16:41:00";Indéterminé;;200;200;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;654;17;17183;Grézac;"2018-09-26 18:06:00";Indéterminé;;1000;1000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;655;17;17452;"Tremblade (La)";"2018-09-29 15:40:00";Indéterminé;;5000;5000;;0;;;0;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;656;17;17033;"Barde (La)";"2018-10-03 07:46:00";Indéterminé;;1570;1570;;0;;;0;0;0;0;Mesurées;;;;;;;;Non;Non;;;;;;;;;Non
2018;659;46;46063;Castelnau-Montratier;"2018-09-28 14:54:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;660;46;46206;Montlauzun;"2018-09-28 17:31:00";Indéterminé;;5000;0;;5000;;;5000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;661;46;46176;Livernon;"2018-09-28 22:44:00";Indéterminé;;200;0;;200;;;200;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;662;46;46065;Cavagnac;"2018-09-29 16:05:00";Indéterminé;;1000;0;;1000;;;1000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;663;46;46109;Fontanes;"2018-10-01 14:13:00";Indéterminé;;3000;0;;3000;;;3000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;664;46;46217;Pern;"2018-10-02 16:30:00";Indéterminé;;2000;0;;2000;;;2000;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
2018;665;46;46083;Cressensac;"2018-10-02 16:44:00";Indéterminé;;1700;0;;1700;;;1700;0;0;0;Estimées;;;;;;;;Non;Non;;;;;;;;;Non
